Price_x,Open_x,High_x,Low_x,Vol._x,Change %_x,dt,sentiment_balance,unique_social_volume_1h,miners_to_exchanges_flow,whale_transaction_count_more_than_100k_usd_5min,whale_transaction_count_more_than_1m_usd_5min,Price_y,Open_y,High_y,Low_y,Vol._y,Change %_y,5_day_ma,10_day_ma,20_day_ma,5_day_mv,10_day_mv,20_day_mv,Sell_Price
15483.7,14826.6,15648.3,14720.7,94990.0,4.42,,,,,,,,,,,,,,,,,,,
15327.2,15483.3,15819.6,14816.9,165040.0,-1.01,2020-11-09,0.3724579215049743,78.0,34.88575081999999,380.0,50.0,15327.2,15483.3,15819.6,14816.9,165040.0,-1.01,15789.1,16312.22,17248.8,131352.0,132622.0,141379.0,
15303.6,15328.0,15465.3,15096.5,93360.0,-0.15,,,,,,,,,,,,,,,,,,,
15695.8,15303.1,15953.9,15281.0,119070.0,2.56,,,,,,,,,,,,,,,,,,,
16294.7,15695.8,16342.7,15483.5,165540.0,3.82,2020-11-12,8.40611320734024,105.0,37.28568069999943,358.0,45.0,16294.7,15695.8,16342.7,15483.5,165540.0,3.82,16271.74,17196.15,17765.185,107890.0,132802.0,146177.0,
16324.2,16293.0,16474.1,15973.4,113750.0,0.18,,,,,,,,,,,,,,,,,,,16324.2
16071.0,16323.1,16328.2,15717.7,83640.0,-1.55,,,,,,,,,,,,,,,,,,,
15953.0,16074.7,16158.1,15782.3,58430.0,-0.73,,,,,,,,,,,,,,,,,,,
16715.8,15954.1,16880.7,15870.7,118090.0,4.78,,,,,,,,,,,,,,,,,,,
17662.3,16715.8,17845.4,16562.0,175870.0,5.66,,,,,,,,,,,,,,,,,,,17662.3
17774.6,17662.3,18466.1,17258.9,233430.0,0.64,,,,,,,,,,,,,,,,,,,
17803.5,17775.1,18166.0,17380.1,135940.0,0.16,,,,,,,,,,,,,,,,,,,
18675.2,17805.5,18811.0,17758.4,134420.0,4.9,,,,,,,,,,,,,,,,,,,18675.2
18687.2,18673.8,18966.0,18397.5,108910.0,0.06,,,,,,,,,,,,,,,,,,,
18412.9,18689.3,18751.5,17644.6,121760.0,-1.47,,,,,,,,,,,,,,,,,,,
18379.6,18428.1,18756.8,18016.0,127350.0,-0.18,,,,,,,,,,,,,,,,,,,
19152.6,18394.6,19416.6,18074.8,180790.0,4.21,,,,,,,,,,,,,,,,,,,
