dt,sentiment_balance,unique_social_volume_1h,miners_to_exchanges_flow,whale_transaction_count_more_than_100k_usd_5min,whale_transaction_count_more_than_1m_usd_5min,Date,Price,Open,High,Low,Vol.,Change %,5_day_ma,10_day_ma,20_day_ma,5_day_mv,10_day_mv,20_day_mv
2020-10-27,19.99004304409027,65.0,,409.0,27.0,2020-10-27,13657.8,13061.5,13782.3,13050.3,128639.99999999999,4.56,13550.220000000001,13882.45,14784.2,119114.0,122150.0,123109.0
2020-10-28,20.94838792085648,128.0,,397.0,49.0,2020-10-28,13278.9,13658.3,13851.7,12907.6,144180.0,-2.77,13570.539999999999,14074.460000000001,14937.1,103728.0,127899.0,122581.5
2020-10-29,2.185321748256684,83.0,,547.0,64.0,2020-10-29,13457.2,13278.3,13640.0,12982.9,111230.0,1.34,13627.039999999999,14229.41,15156.27,94444.0,129554.0,124166.0
2020-10-30,27.465408742427822,117.0,,383.0,44.0,2020-10-30,13559.9,13457.0,13667.9,13134.5,108770.0,0.76,13739.579999999998,14432.060000000001,15372.14,93832.0,127930.0,130276.0
2020-10-31,16.344617664813995,67.0,,379.0,59.0,2020-10-31,13797.3,13560.2,14065.4,13441.7,102750.0,1.75,13856.719999999998,14608.789999999999,15584.319999999998,100238.0,133557.0,131634.5
2020-11-01,20.815557420253757,72.0,,217.0,25.0,2020-11-01,13759.4,13795.5,13889.5,13628.7,51710.0,-0.27,14214.679999999998,14759.420000000002,15828.215,125186.0,132618.0,133218.0
2020-11-02,20.867184162139893,65.0,,256.0,27.0,2020-11-02,13561.4,13759.7,13828.4,13214.2,97760.0,-1.44,14578.380000000001,14953.060000000001,16074.605,152070.0,139354.0,136078.0
2020-11-03,14.887887120246887,89.0,,367.0,60.0,2020-11-03,14019.9,13560.5,14054.0,13294.6,108170.0,3.38,14831.779999999999,15226.390000000003,16317.180000000002,164664.0,146132.0,137278.0
2020-11-04,28.274881303310394,133.0,,445.0,48.0,2020-11-04,14145.6,14023.0,14238.8,13544.4,140800.0,0.9,15124.539999999999,15456.819999999998,16535.165,162028.0,146690.0,138237.0
2020-11-05,13.618031978607178,75.0,,474.0,68.0,2020-11-05,15587.1,14145.6,15739.9,14099.7,227490.0,10.19,15360.86,15649.36,16785.515,166876.0,140974.0,140236.5
2020-11-06,-18.68461102247238,218.0,,226.0,32.0,2020-11-06,15577.9,15593.9,15955.2,15223.5,186130.0,-0.06,15304.16,15685.95,16942.309999999998,140050.0,124068.0,136168.0
2020-11-07,16.858563721179962,90.0,4.29727742,480.0,62.0,2020-11-07,14828.4,15578.2,15754.4,14385.1,160730.0,-4.81,15327.74,15799.740000000002,17021.515,126638.0,117264.0,142465.0
2020-11-08,24.428326666355133,77.0,14.17871834000053,340.0,42.0,2020-11-08,15483.7,14826.6,15648.3,14720.7,94990.0,4.42,15621.0,16083.13,17136.45,127600.0,118778.0,141368.5
2020-11-09,0.3724579215049743,78.0,34.88575081999999,380.0,50.0,2020-11-09,15327.2,15483.3,15819.6,14816.9,165040.0,-1.01,15789.1,16312.220000000001,17248.8,131352.0,132622.0,141379.0
2020-11-10,15.179388344287872,94.0,11.64364236000064,310.0,42.0,2020-11-10,15303.6,15328.0,15465.3,15096.5,93360.0,-0.15,15937.86,16559.85,17391.715000000004,115072.0,129712.0,137083.0
2020-11-11,5.591485261917114,79.0,50.1,423.0,48.0,2020-11-11,15695.8,15303.1,15953.9,15281.0,119070.0,2.56,16067.74,16897.01,17611.44,108086.0,133818.0,141694.5
2020-11-12,8.40611320734024,105.0,37.28568069999943,358.0,45.0,2020-11-12,16294.7,15695.8,16342.7,15483.5,165540.0,3.82,16271.74,17196.15,17765.185,107890.0,132802.0,146177.0
2020-11-13,8.954015970230103,146.0,1.4146108899999998,421.0,52.0,2020-11-13,16324.2,16293.0,16474.1,15973.4,113750.0,0.18,16545.260000000002,17407.969999999998,17911.39,109956.0,128424.0,142496.0
2020-11-14,23.76809883117676,79.0,0.0,372.0,29.0,2020-11-14,16071.0,16323.1,16328.2,15717.7,83640.0,-1.55,16835.339999999997,17613.510000000002,18066.844999999998,133892.0,129784.0,141807.0
2020-11-15,7.905879139900207,68.0,29.262717730000595,228.0,21.0,2020-11-15,15953.0,16074.7,16158.1,15782.3,58430.0,-0.73,17181.839999999997,17921.670000000002,18196.2,144352.0,139499.0,143156.5
2020-11-16,4.759559988975525,57.0,10.00776714,347.0,34.0,2020-11-16,16715.8,15954.1,16880.7,15870.7,118090.0,4.78,17726.28,18198.670000000002,18355.874999999996,159550.0,148268.0,143207.0
2020-11-17,29.71227866411209,141.0,45.02999617,532.0,58.0,2020-11-17,17662.3,16715.8,17845.4,16562.0,175870.0,5.66,18120.56,18243.29,18489.079999999998,157714.0,167666.0,140030.5
2020-11-18,35.498748660087585,162.0,0.0,558.0,58.0,2020-11-18,17774.6,17662.3,18466.1,17258.9,233430.0,0.64,18270.68,18189.769999999997,18564.5,146892.0,163959.0,134336.0
2020-11-19,29.04531192779541,145.0,0.0,424.0,30.0,2020-11-19,17803.5,17775.1,18166.0,17380.1,135940.0,0.16,18391.68,18185.379999999997,18592.1,125676.0,150136.0,127735.0
2020-11-20,55.082912027835846,134.0,41.078257230000006,444.0,33.0,2020-11-20,18675.2,17805.5,18811.0,17758.4,134420.0,4.9,18661.5,18223.579999999998,18629.225,134646.0,144454.0,127424.0
2020-11-21,30.104733169078827,129.0,1.2825538600000004,340.0,27.0,2020-11-21,18687.2,18673.8,18966.0,18397.5,108910.0,0.06,18671.06,18325.870000000003,18607.825,136986.0,149571.0,124968.5
2020-11-22,23.435981512069706,135.0,88.88822513,465.0,37.0,2020-11-22,18412.9,18689.3,18751.5,17644.6,121760.0,-1.47,18366.019999999997,18334.219999999998,18574.645,177618.0,159552.0,125099.5
2020-11-23,13.599349796772003,140.0,0.0,494.0,37.0,2020-11-23,18379.6,18428.1,18756.8,18016.0,127350.0,-0.18,18108.859999999997,18414.81,18594.445,181026.0,156568.0,122580.0
2020-11-24,23.721951007843018,102.0,0.0,397.0,38.0,2020-11-24,19152.6,18394.6,19416.6,18074.8,180790.0,4.21,17979.079999999998,18520.18,18634.305,174596.0,153830.0,120335.0
2020-11-25,33.5464870929718,186.0,0.0,633.0,79.0,2020-11-25,18723.0,19151.5,19486.7,18527.7,146120.0,-2.24,17785.659999999996,18470.73,18640.365,154262.0,146814.0,114651.0
2020-11-26,34.32947063446045,194.0,0.0,450.0,46.0,2020-11-26,17162.0,18721.9,18894.9,16235.2,312070.0,-8.34,17980.68,18513.079999999998,18675.96,162156.0,138146.0,112264.5
2020-11-27,17.823005199432373,101.0,0.05585267,516.0,55.0,2020-11-27,17127.1,17160.9,17450.3,16481.6,138800.0,-0.2,18302.420000000002,18734.87,18885.47,141486.0,112395.0,106651.5
2020-11-28,19.591866850852966,88.0,0.00202674,441.0,39.0,2020-11-28,17730.7,17142.6,17874.4,16874.4,95200.0,3.52,18720.760000000002,18939.23,19170.385000000002,132110.0,104713.0,115248.5
2020-11-29,20.22320181131363,101.0,0.0,286.0,33.0,2020-11-29,18185.5,17729.7,18336.3,17530.4,79120.0,2.57,19061.28,18998.82,19440.245,133064.0,105334.0,117078.5
2020-11-30,27.35459142923355,159.0,32.23102719,376.0,52.0,2020-11-30,19698.1,18186.0,19831.2,18186.0,185590.0,8.32,19155.8,19034.870000000003,19723.17,139366.0,110394.0,119816.5
2020-12-01,27.050379633903503,201.0,52.31500332,957.0,120.0,2020-12-01,18770.7,19697.8,19897.4,18257.0,208720.0,-4.71,19045.48,18889.78,19912.010000000002,114136.0,100366.0,116241.5
2020-12-02,11.777307033538818,207.0,0.0,201.0,19.0,2020-12-02,19218.8,18767.9,19335.5,18346.7,91920.0,2.39,19167.32,18815.07,20109.9,83304.0,90647.0,113540.0
2020-12-03,24.76960438489914,178.0,0.26895986,698.0,45.0,2020-12-03,19433.3,19219.8,19596.6,18883.7,99970.0,1.12,19157.7,18774.079999999998,20340.120000000003,77316.0,88592.0,115481.5
2020-12-04,11.926156997680664,109.0,0.0,184.0,17.0,2020-12-04,18658.1,19431.1,19529.5,18610.8,110630.0,-3.99,18936.359999999997,18748.43,20531.35,77604.0,86840.0,119406.5
2020-12-05,-2.334258496761322,122.0,13.43054196,394.0,34.0,2020-12-05,19146.5,18657.5,19172.7,18507.1,59440.0,2.62,18913.94,18810.0,20785.27,81422.0,82488.0,119104.5
2020-12-06,21.98601871728897,108.0,0.0,294.0,31.0,2020-12-06,19379.9,19146.0,19417.1,18873.0,54560.0,1.22,18734.079999999998,18838.84,21062.425,86596.0,86383.0,116252.5
2020-12-07,22.003727078437805,110.0,,324.0,35.0,2020-12-07,19170.7,19368.4,19424.6,18908.8,61980.0,-1.08,18462.82,19036.07,21416.15,97990.0,100908.0,121313.0
2020-12-08,9.427693963050842,110.0,,330.0,28.0,2020-12-08,18326.6,19170.8,19288.6,18229.2,101410.0,-4.4,18390.46,19401.54,21770.68,99868.0,125784.0,129775.5
2020-12-09,-5.185381889343262,137.0,,254.0,36.0,2020-12-09,18546.0,18322.4,18637.9,17658.8,129720.0,1.2,18560.5,19881.67,22207.24,96076.0,128823.0,131054.0
2020-12-10,25.98650753498077,82.0,,373.0,33.0,2020-12-10,18247.2,18546.1,18551.8,17926.8,85310.0,-1.61,18706.06,20411.469999999998,22648.74,83554.0,129239.0,130546.5
2020-12-11,19.419842541217804,134.0,,290.0,47.0,2020-12-11,18023.6,18250.5,18288.3,17600.1,111530.0,-1.23,18943.6,20934.24,23179.815,86170.0,132117.0,134272.0
2020-12-12,15.96577101945877,133.0,,411.0,34.0,2020-12-12,18808.9,18026.7,18936.2,18025.1,71370.0,4.36,19609.32,21404.730000000003,23726.105,103826.0,136433.0,135530.0
2020-12-13,12.6806640625,100.0,,405.0,34.0,2020-12-13,19176.8,18808.1,19403.6,18716.8,82450.0,1.96,20412.620000000003,21906.16,24253.655000000002,151700.0,142371.0,137006.5
2020-12-14,14.05781090259552,95.0,,346.0,37.0,2020-12-14,19273.8,19176.4,19346.5,19007.0,67110.0,0.51,21202.840000000004,22314.27,24904.480000000003,161570.0,151973.0,144927.5
2020-12-15,8.301926255226135,135.0,,317.0,33.0,2020-12-15,19434.9,19273.9,19556.3,19076.2,98390.0,0.84,22116.88,22760.54,25588.735000000004,174924.0,155721.0,149332.5
2020-12-16,21.54246860742569,85.0,,489.0,33.0,2020-12-16,21352.2,19434.7,21525.3,19299.7,199810.0,9.87,22924.879999999997,23286.010000000002,26218.120000000003,178064.0,146122.0,157176.5
2020-12-17,63.62493717670441,276.0,,383.0,76.0,2020-12-17,22825.4,21352.3,23738.0,21243.1,310740.0,6.9,23200.14,23796.230000000003,26850.085000000003,169040.0,141718.0,157292.5
2020-12-18,35.832542419433594,193.0,,621.0,111.0,2020-12-18,23127.9,22823.3,23272.8,22361.5,131800.0,1.33,23399.700000000004,24139.82,27548.475,133042.0,133767.0,153133.5
2020-12-19,13.88949292898178,135.0,,608.0,79.0,2020-12-19,23844.0,23127.6,24107.1,22797.0,133880.0,3.1,23425.7,24532.81,28365.090000000004,142376.0,133285.0,159023.5
2020-12-20,30.05802077054977,210.0,,398.0,49.0,2020-12-20,23474.9,23843.6,24280.9,23098.9,114090.0,-1.55,23404.2,24886.010000000002,29202.855,136518.0,131854.0,164894.0
2020-12-21,33.669737219810486,133.0,,493.0,83.0,2020-12-21,22728.5,23474.1,24101.9,22015.5,154690.0,-3.18,23647.140000000003,25425.39,30036.704999999998,114180.0,136427.0,165610.5
2020-12-22,27.694647252559665,95.0,,790.0,92.0,2020-12-22,23823.2,22730.4,23825.4,22388.6,130750.0,4.82,24392.32,26047.48,30809.890000000003,114396.0,134627.0,168665.0
2020-12-23,41.68772006034851,182.0,,534.0,51.0,2020-12-23,23257.9,23820.8,24063.7,22694.7,178470.0,-2.37,24879.940000000002,26601.15,31395.945,134492.0,131642.0,174679.5
2020-12-24,7.871383249759674,191.0,,856.0,83.0,2020-12-24,23736.5,23253.2,23783.7,22737.3,104590.0,2.06,25639.92,27494.690000000002,31936.855,124194.0,137882.0,177852.5
2020-12-25,29.282573223114014,160.0,,816.0,93.0,2020-12-25,24689.6,23728.7,24778.9,23445.3,2400.0,4.02,26367.819999999996,28416.93,32619.140000000003,127190.0,142944.0,183119.5
2020-12-26,20.12080162763596,134.0,,509.0,45.0,2020-12-26,26454.4,24714.7,26826.0,24515.1,155770.0,7.15,27203.640000000003,29150.23,33343.445,158674.0,168231.0,191619.5
2020-12-27,29.67990666627884,219.0,,672.0,95.0,2020-12-27,26261.3,26460.3,28360.3,25858.2,231230.0,-0.73,27702.640000000003,29903.940000000002,33863.015,154858.0,172867.0,189752.0
2020-12-28,24.38839191198349,217.0,,583.0,80.0,2020-12-28,27057.8,26259.2,27444.9,26144.3,126980.0,3.03,28322.360000000004,30957.130000000005,34350.925,128792.0,172500.0,185041.5
2020-12-29,70.19720286130905,251.0,,801.0,98.0,2020-12-29,27376.0,27065.3,27390.7,25902.8,119570.0,1.18,29349.460000000003,32197.369999999995,34790.015,151570.0,184762.0,185033.5
2020-12-30,16.03850930929184,227.0,,763.0,81.0,2020-12-30,28868.7,27374.5,28979.3,27374.5,159820.0,5.45,30466.04,33519.7,35251.875,158698.0,197934.0,184631.0
2020-12-31,42.31967967748642,374.0,,703.0,103.0,2020-12-31,28949.4,28866.8,29298.8,28025.0,136690.0,0.28,31096.82,34648.020000000004,35608.585,177788.0,194794.0,180595.5
2021-01-01,32.070805311203,177.0,,504.0,56.0,2021-01-01,29359.9,28951.7,29627.1,28712.4,100900.0,1.42,32105.24,35572.3,35934.93,190876.0,202703.0,181441.5
2021-01-02,39.5991399884224,195.0,,429.0,47.0,2021-01-02,32193.3,29359.7,33233.5,29008.0,240870.0,9.65,33591.9,36190.74,36009.04,216208.0,217717.0,189060.0
2021-01-03,58.13467001914978,209.0,,668.0,122.0,2021-01-03,32958.9,32192.9,34755.9,32029.6,155210.0,2.38,35045.28,36379.020000000004,36049.4,217954.0,217823.0,189171.0
2021-01-04,72.17920315265656,280.0,,973.0,140.0,2021-01-04,32022.6,33016.6,33587.5,28204.5,255270.0,-2.84,36573.36,36821.35,36005.9,237170.0,223295.0,186445.5
2021-01-05,19.3606898188591,314.0,,933.0,138.0,2021-01-05,33991.5,32015.4,34414.7,30010.5,202130.0,6.15,38199.219999999994,37536.659999999996,36016.835,211800.0,215008.0,178092.5
2021-01-06,35.659073889255524,196.0,0.0,888.0,123.0,2021-01-06,36793.2,33999.3,36934.8,33408.3,227560.0,8.24,39039.36,37822.09,35929.875,214530.0,206637.0,175107.5
2021-01-07,59.68449157476425,343.0,99.8020068499999,1138.0,181.0,2021-01-07,39460.2,36798.5,40340.9,36361.2,249600.0,7.25,38789.58,37744.719999999994,35715.32,219226.0,197583.0,170721.5
2021-01-08,69.76964497566223,241.0,0.0,987.0,240.0,2021-01-08,40599.3,39466.4,41921.7,36613.4,251290.0,2.89,37712.759999999995,37382.66,35262.509999999995,217692.0,185305.0,167959.0
2021-01-09,40.95329684019089,314.0,0.0,906.0,145.0,2021-01-09,40151.9,40607.2,41363.5,38775.1,128419.99999999999,-1.1,37069.340000000004,36984.049999999996,34901.285,209420.0,171328.0,163764.0
2021-01-10,21.480942606925964,242.0,10.069614290000008,764.0,138.0,2021-01-10,38192.2,40149.7,41362.4,35141.6,215780.0,-4.88,36874.1,36569.15,34608.78,218216.0,166397.0,172229.5
2021-01-11,41.73352122306824,259.0,0.0,659.0,115.0,2021-01-11,35544.3,38195.3,38217.2,30411.6,251040.0,-6.93,36604.82,36297.56,34413.325,198744.0,160180.0,167869.0
2021-01-12,18.728101313114166,261.0,8.15729487,1226.0,183.0,2021-01-12,34076.1,35426.0,36598.7,32572.7,241930.0,-4.13,36699.86,35827.340000000004,34291.515,175940.0,160403.0,160413.0
2021-01-13,29.85355532169342,221.0,0.8633876,646.0,95.0,2021-01-13,37382.2,34061.2,37764.6,32451.9,209930.0,9.7,37052.56,35719.78,34263.495,152918.0,160519.0,154632.5
2021-01-14,37.758493065834045,281.0,0.00039214,924.0,165.0,2021-01-14,39175.7,37383.4,40054.3,36772.1,172400.0,4.8,36898.759999999995,35190.45,34168.645,133236.0,149596.0,150178.5
2021-01-15,34.515748143196106,215.0,0.0,681.0,127.0,2021-01-15,36845.8,39175.7,39715.0,34488.7,118420.0,-5.95,36264.2,34497.01,34092.2,114578.0,141177.0,148110.0
2021-01-16,63.0947380065918,170.0,6.91621359,971.0,194.0,2021-01-16,36019.5,36751.8,37931.7,35408.4,137020.0,-2.24,35990.3,34037.66,34099.015,121616.0,143578.0,149761.0
2021-01-17,22.50734943151474,199.0,0.0,280.0,47.0,2021-01-17,35839.6,36020.1,36801.3,33883.5,126820.0,-0.5,34954.81999999999,33685.92,34212.92,144866.0,143860.0,147940.0
2021-01-18,61.38145178556442,170.0,13.12990347,621.0,111.0,2021-01-18,36613.2,35838.2,37436.8,34801.0,111520.0,2.16,34387.0,33142.36,34383.770000000004,168120.0,150613.0,149400.0
2021-01-19,123.02234375476836,174.0,0.0,749.0,219.0,2021-01-19,36002.9,36630.6,37821.0,36001.4,79110.0,-1.67,33482.14,32818.52,34495.755,165956.0,156200.0,150092.5
2021-01-20,39.046391785144806,228.0,0.38,709.0,118.0,2021-01-20,35476.3,35862.1,36384.4,33444.5,153610.0,-1.46,32729.82,32648.410000000003,35015.395000000004,167776.0,178062.0,158560.5
2021-01-21,30.77572625875473,144.0,132.70463335,448.0,87.0,2021-01-21,30842.1,35472.3,35591.1,30101.8,253270.0,-13.06,32085.02,32529.090000000004,35567.009999999995,165540.0,175558.0,160573.5
2021-01-22,-10.054200768470764,457.0,0.0,812.0,117.0,2021-01-22,33000.5,30838.7,33821.2,28871.2,243090.0,7.0,32417.019999999997,32755.689999999995,36266.705,142854.0,160423.0,155501.5
2021-01-23,7.086467802524567,128.0,21.030394229999995,533.0,87.0,2021-01-23,32088.9,32994.1,33441.4,31418.2,100700.0,-2.76,31897.719999999994,32807.21,37016.215,133106.0,148746.0,150635.5
2021-01-24,14.12314474582672,113.0,0.0,302.0,43.0,2021-01-24,32241.3,32088.5,33034.8,30982.9,88210.0,0.47,32154.9,33146.840000000004,37780.354999999996,146444.0,150761.0,152287.0
2021-01-25,43.764629781246185,210.0,2.4812877,392.0,52.0,2021-01-25,32252.3,32244.3,34854.3,31967.4,142430.0,0.03,32567.0,33687.39,38526.725,188348.0,155043.0,152347.5
2021-01-26,38.41717118024826,125.0,109.15142631,994.0,111.0,2021-01-26,32502.1,32244.1,32917.7,30850.0,139840.0,0.77,32973.159999999996,34160.369999999995,39346.28,185576.0,155944.0,150551.0
2021-01-27,29.582643687725067,192.0,46.815453300000016,548.0,83.0,2021-01-27,30404.0,32499.6,32545.4,29290.4,194350.0,-6.46,33094.36,34739.92,40117.990000000005,177992.0,152020.0,149718.0
2021-01-28,26.73054128885269,184.0,14.993357719999995,465.0,90.0,2021-01-28,33374.8,30408.9,33790.8,29911.9,167390.0,9.77,33716.7,35625.18,41056.275,164386.0,148187.0,147069.0
2021-01-29,58.128271877765656,280.0,340.8900396299999,1062.0,201.0,2021-01-29,34301.8,33381.7,38546.0,31953.3,297730.0,2.78,34138.78,36172.990000000005,41991.494999999995,155078.0,143985.0,145701.0
2021-01-30,17.684938728809357,209.0,21.87979226,1105.0,222.0,2021-01-30,34283.1,34300.0,34920.9,32908.5,128570.0,-0.05,34807.78,37382.38,42855.515,121738.0,139059.0,135532.0
2021-01-31,-1.0553070306777954,140.0,0.0,391.0,60.0,2021-01-31,33108.1,34281.6,34348.3,32189.9,101920.0,-3.43,35347.58,38604.93,43936.69,126312.0,145589.0,136075.0
2021-02-01,29.0353946685791,196.0,0.00599587,824.0,131.0,2021-02-01,33515.7,33106.8,34685.6,32324.9,126320.0,1.23,36385.479999999996,39777.72,45077.469999999994,126048.0,150580.0,137371.5
2021-02-02,36.18678349256516,177.0,0.0,1182.0,264.0,2021-02-02,35485.2,33514.0,35976.1,33462.4,120850.0,5.88,37533.659999999996,41225.22,46273.375,131988.0,152525.0,135418.5
2021-02-03,57.95454943180084,133.0,1.6509959600000006,555.0,93.0,2021-02-03,37646.8,35486.9,37646.8,35401.5,131030.0,6.09,38207.2,42413.87,47204.705,132892.0,153813.0,141623.5
2021-02-04,67.71539652347565,162.0,0.0281225999999999,913.0,191.0,2021-02-04,36982.1,37648.9,38707.9,36380.8,151440.0,-1.77,39956.979999999996,43366.06,47767.925,156380.0,149652.0,150825.5
2021-02-05,23.11809319257736,106.0,,612.0,121.0,2021-02-05,38297.6,36976.4,38303.6,36640.0,100600.0,3.56,41862.28,44532.19,48403.695,164866.0,145158.0,150941.0
2021-02-06,29.996795415878296,123.0,,751.0,163.0,2021-02-06,39256.6,38300.6,40939.7,38275.3,156020.0,2.5,43169.96,45496.06,48835.240000000005,175112.0,147416.0,150072.0
2021-02-07,31.77208799123764,175.0,,577.0,101.0,2021-02-07,38852.9,39228.9,39691.7,37381.6,125370.0,-1.03,44916.780000000006,46487.37,49189.689999999995,173062.0,145951.0,151741.5
2021-02-08,30.661595940589905,128.0,,768.0,187.0,2021-02-08,46395.7,38853.6,46596.4,38057.0,248470.0,19.41,46620.53999999999,47810.0,49553.88,174734.0,147417.0,150410.5
2021-02-09,159.52855390310287,513.0,,2132.0,464.0,2021-02-09,46508.6,46396.4,48143.5,45104.7,193870.0,0.24,46775.14,48328.649999999994,49492.295,142924.0,132005.0,144741.0
2021-02-10,58.39291208982468,224.0,,1011.0,209.0,2021-02-10,44836.0,46507.8,47295.3,43800.5,151830.0,-3.6,47202.1,49268.45,49646.64,125450.0,126561.0,141923.5
2021-02-11,24.01383227109909,211.0,,1012.0,269.0,2021-02-11,47990.7,44834.8,48622.1,44041.1,145770.0,7.04,47822.159999999996,50377.22,49826.05,119720.0,124163.0,139437.0
2021-02-12,87.483582675457,308.0,,829.0,177.0,2021-02-12,47371.7,47995.0,48927.4,46218.6,133730.0,-1.29,48057.96,51321.53,49946.270000000004,118840.0,118312.0,134395.0
2021-02-13,-0.7574655413627625,123.0,,571.0,90.0,2021-02-13,47168.7,47373.1,48097.3,46270.5,89420.0,-0.43,48999.46,51995.54,49999.085,120100.0,129434.0,128186.5
2021-02-14,27.75733083486557,148.0,,673.0,119.0,2021-02-14,48643.4,47172.1,49695.1,47051.9,106500.0,3.13,49882.159999999996,52169.79,50080.275,121086.0,151999.0,129397.5
2021-02-15,47.7482196688652,124.0,,803.0,189.0,2021-02-15,47936.3,48611.1,48936.5,45786.1,123180.0,-1.45,51334.799999999996,52275.2,50090.884999999995,127672.0,156724.0,127405.5
2021-02-16,34.360294222831726,116.0,,663.0,134.0,2021-02-16,49169.7,47934.2,50515.8,47044.4,141370.0,2.57,52932.27999999999,52174.42,50243.185,128606.0,152728.0,125392.0
2021-02-17,38.9282728433609,132.0,,378.0,76.0,2021-02-17,52079.2,49161.3,52577.7,49018.1,140030.0,5.92,54585.1,51892.009999999995,50400.25,117784.0,157532.0,121730.5
2021-02-18,21.5816262960434,155.0,,1067.0,218.0,2021-02-18,51582.2,52094.5,52524.0,50941.6,94350.0,-0.95,54991.619999999995,51297.759999999995,50540.240000000005,138768.0,153404.0,120432.0
2021-02-19,30.306861102581024,175.0,,1162.0,201.0,2021-02-19,55906.6,51590.1,56238.5,50816.8,139430.0,8.38,54457.42,50655.94,50753.725,182912.0,157477.0,122762.5
2021-02-20,104.1720380783081,263.0,,1241.0,271.0,2021-02-20,55923.7,55922.0,57523.8,54124.1,127850.0,0.03,53215.6,50024.83,50848.37,185776.0,157286.0,122272.5
2021-02-21,28.464044511318207,288.0,,906.0,201.0,2021-02-21,57433.8,55907.6,58335.1,55502.7,87260.0,2.7,51416.560000000005,49274.880000000005,50915.44,176850.0,154711.0,121728.0
2021-02-22,83.97316336631775,310.0,,1032.0,246.0,2021-02-22,54111.8,57437.6,57480.8,48353.8,244950.0,-5.78,49198.92,48571.009999999995,51103.515,197280.0,150478.0,124097.0
2021-02-23,32.02723228931427,224.0,,1097.0,223.0,2021-02-23,48911.2,54114.1,54115.0,45093.8,315070.0,-9.61,47603.9,48002.63,51353.61,168040.0,126939.0,115864.0
2021-02-24,34.940632581710815,285.0,,996.0,239.0,2021-02-24,49697.5,48911.1,51311.8,47031.7,153750.0,1.61,46854.46,47990.759999999995,51697.615,132042.0,106796.0,105996.0
2021-02-25,21.279519855976105,283.0,,746.0,159.0,2021-02-25,46928.5,49695.9,52013.8,46773.7,83220.0,-5.57,46834.06,47906.56999999999,52057.225,128796.0,98087.0,104734.0
2021-02-26,42.483193933963776,255.0,,1280.0,272.0,2021-02-26,46345.6,46928.5,48413.9,44248.2,189410.0,-1.24,47133.2,48311.95,52656.475,132572.0,98056.0,106486.0
2021-02-27,-0.6985205411911011,114.0,,744.0,158.0,2021-02-27,46136.7,46333.1,48335.1,45059.4,98750.0,-0.45,47943.1,48908.490000000005,53221.994999999995,103676.0,85929.0,102146.5
2021-02-28,14.111830830574036,195.0,,550.0,98.0,2021-02-28,45164.0,46136.0,46582.0,43100.6,135080.0,-2.11,48401.36,49782.72,53819.56,85838.0,87460.0,101408.0
2021-03-01,20.38013517856598,248.0,,758.0,68.0,2021-03-01,49595.5,45160.5,49774.0,45008.8,137520.0,9.81,49127.06,50851.509999999995,54466.030000000006,81550.0,88048.0,98045.5
2021-03-02,50.60972142219544,253.0,,656.0,170.0,2021-03-02,48424.2,49595.6,50191.9,47100.6,102100.0,-2.36,48979.08,51671.909999999996,54855.44499999999,67378.0,87259.0,95043.0
2021-03-03,25.29463475942612,173.0,,856.0,136.0,2021-03-03,50395.1,48422.2,52567.9,48159.2,44930.0,4.07,49490.7,52556.0,55142.15,63540.0,88745.0,94714.5
2021-03-04,37.88288116455078,215.0,,791.0,153.0,2021-03-04,48428.0,50388.0,51757.7,47521.8,9560.0,-3.9,49873.88,53636.02,55345.02,68182.0,97716.0,96710.0
2021-03-05,-6.58512145280838,341.0,,797.0,139.0,2021-03-05,48792.5,48363.6,49429.4,46370.1,113640.0,0.75,51164.08,54704.590000000004,55539.88999999999,89082.0,104789.0,103127.5
2021-03-06,61.52829450368881,156.0,,684.0,110.0,2021-03-06,48855.6,48798.7,49191.8,47132.8,66660.0,0.13,52575.96000000001,55404.469999999994,55666.380000000005,94546.0,105196.0,104613.0
2021-03-07,-7.339380800724029,193.0,0.0,1093.0,133.0,2021-03-07,50982.3,48899.0,51434.1,48890.6,82910.0,4.35,54364.740000000005,56207.880000000005,55975.405000000006,107140.0,111381.0,106295.0
2021-03-08,14.108844995498655,104.0,13.553989919999948,695.0,161.0,2021-03-08,52311.0,50988.9,52384.9,49338.1,68140.0,2.61,55621.3,57001.0,56219.435,113950.0,114916.0,105843.0
2021-03-09,23.15730142593384,171.0,25.16789213,1040.0,178.0,2021-03-09,54879.0,52352.4,54880.6,51941.3,114060.0,4.91,57398.159999999996,57535.5,56392.145,127250.0,118364.0,105371.5
2021-03-10,46.4009690284729,306.0,15.623280750001182,441.0,76.0,2021-03-10,55851.9,54882.7,57328.7,53073.6,140960.0,1.77,58245.1,57856.4,56529.005000000005,120496.0,115356.0,105064.0
2021-03-11,21.278117537498478,201.0,6.563085419999904,826.0,176.0,2021-03-11,57799.5,55851.2,58135.0,54351.8,129630.0,3.49,58232.98,58080.55,56674.975,115846.0,108043.0,102326.5
2021-03-12,34.97290939092636,257.0,37.503048240002045,1294.0,245.0,2021-03-12,57265.1,57806.2,58052.3,55134.5,116960.0,-0.92,58051.02,58038.979999999996,56723.18500000001,115622.0,102827.0,100748.0
2021-03-13,23.990178525447845,137.0,6.872018230000064,1047.0,231.0,2021-03-13,61195.3,57267.4,61795.8,56118.8,134640.0,6.86,58380.7,57728.3,56795.844999999994,115882.0,100684.0,98352.0
