dt,sentiment_balance,unique_social_volume_1h,miners_to_exchanges_flow,whale_transaction_count_more_than_100k_usd_5min,whale_transaction_count_more_than_1m_usd_5min,Date,Price,Open,High,Low,Vol.,Change %,5_day_ma,10_day_ma,20_day_ma,5_day_mv,10_day_mv,20_day_mv
2020-10-17,0.8181234002113342,65.0,,189.0,12.0,2020-10-17,11362.1,11321.8,11402.7,11274.4,29860.0,0.35,11868.92,12446.430000000002,13164.439999999999,85344.0,81437.0,101793.5
2020-10-18,21.726786077022552,52.0,,229.0,23.0,2020-10-18,11506.9,11362.1,11506.9,11349.8,31510.0,1.27,12191.42,12676.0,13375.23,102034.0,91315.0,109607.0
2020-10-19,27.659954488277435,75.0,,528.0,34.0,2020-10-19,11753.4,11507.1,11823.3,11413.9,73040.0,2.14,12476.86,12853.2,13541.305000000002,110520.0,102582.0,116068.0
2020-10-20,53.46051496267319,106.0,,625.0,52.0,2020-10-20,11913.5,11753.9,12029.4,11685.7,94590.0,1.36,12749.619999999999,13023.58,13727.820000000002,106152.0,106401.0,117165.5
2020-10-21,11.861618101596832,70.0,,332.0,43.0,2020-10-21,12808.7,11913.6,13213.5,11894.6,197720.0,7.51,12973.36,13188.220000000001,13898.505,99180.0,107819.0,120688.0
2020-10-22,31.2640078663826,179.0,,437.0,81.0,2020-10-22,12974.6,12805.5,13183.9,12698.2,113310.0,1.3,13023.94,13287.079999999998,14023.25,77530.0,98322.0,115470.0
2020-10-23,21.97997611761093,110.0,,143.0,24.0,2020-10-23,12934.1,12972.7,13025.5,12738.9,73940.0,-0.31,13160.580000000002,13365.560000000001,14159.310000000001,80596.0,92162.0,115758.0
2020-10-24,9.74146032333374,46.0,,289.0,16.0,2020-10-24,13117.2,12933.6,13161.5,12876.4,51200.0,1.42,13229.539999999999,13428.289999999999,14327.34,94644.0,94544.0,120338.0
2020-10-25,20.02726554870605,73.0,,224.0,14.0,2020-10-25,13032.2,13117.0,13345.3,12900.4,59730.0,-0.65,13297.539999999999,13518.560000000001,14487.690000000002,106650.0,100241.0,123465.5
2020-10-26,14.212896645069122,61.0,,239.0,30.0,2020-10-26,13061.6,13033.0,13229.7,12792.4,89470.0,0.23,13403.079999999998,13629.9,14639.630000000001,116458.0,108348.0,124661.0
